user_id,movie_id,rating,timestamp
1680,2072,3,974837080
1680,1416,3,974843041
1680,1270,3,974832715
1680,1271,5,974713786
1680,1272,4,974712401
1680,1419,4,974711845
1680,1273,2,974713707
1680,2076,4,974711893
1680,1274,5,974712478
1680,741,4,974790392
1680,2077,4,974713342
1680,1275,1,974838752
1680,2078,3,974712924
1680,743,3,974838218
1680,1278,5,974708761
1680,1279,5,974715602
1680,745,4,974790351
1680,748,4,974839071
1680,3020,3,974839039
1680,3021,5,974709972
1680,3024,5,974709821
1680,3028,4,974712505
1680,2080,4,974713673
1680,3029,4,974714026
1680,2081,5,974713988
1680,1425,3,974716220
1680,2082,1,974837509
1680,1280,4,974712727
1680,2083,4,974839803
1680,2084,1,974843838
1680,1282,4,974790392
1680,2085,5,974790436
1680,750,5,974710675
1680,1284,4,974710822
1680,2087,4,974714337
1680,1285,5,974712609
1680,2088,3,974843823
1680,1286,4,974842576
1680,753,4,974842510
1680,2089,4,974715293
1680,1288,4,974711481
1680,754,4,974839911
1680,1289,4,974840424
1680,3033,4,974837167
1680,3034,4,974790436
1680,2232,5,974714526
1680,3036,5,974716189
1680,2236,2,974842655
1680,2090,4,974790534
1680,901,4,974714165
1680,3039,5,974832897
1680,2091,4,974839977
1680,2092,3,974790987
1680,1290,4,974842605
1680,903,5,974711439
1680,2093,5,974715038
1680,1291,4,974838725
1680,904,5,974710779
1680,1438,1,974839481
1680,1292,5,974711644
1680,905,4,974710422
1680,2095,4,974837543
1680,1293,4,974712668
1680,2096,4,974713739
1680,1294,4,974711674
1680,2097,4,974715515
1680,1295,1,974715698
1680,2098,3,974837584
1680,908,5,974710848
1680,2099,4,974714026
1680,1297,4,974833015
1680,1298,4,974713786
1680,1299,5,974711580
1680,765,2,974837886
1680,766,5,974842308
1680,3040,4,974713443
1680,3041,3,974838601
1680,3042,3,974838601
1680,2240,4,974715897
1680,2241,3,974837509
1680,3044,4,974843898
1680,3045,4,974837853
1680,1442,2,974840657
1680,2245,5,974837080
1680,910,5,974710675
1680,3048,4,974838189
1680,2247,4,974836231
1680,1445,1,974838427
1680,912,4,974711125
1680,2248,4,974712574
1680,2249,4,974837325
1680,914,3,974713988
1680,919,3,974711517
1680,775,2,974708813
1680,778,4,974711893
1680,779,3,974843613
1680,3051,3,974708506
1680,3052,5,974711581
1680,2250,4,974843226
1680,2252,2,974843041
1680,2255,4,974838026
1680,920,5,974712545
1680,2256,4,974709135
1680,921,5,974832595
1680,2257,4,974837386
1680,922,5,974710675
1680,923,3,974840633
1680,2259,4,974838026
1680,924,3,974840746
1680,1458,3,974843990
1680,1459,2,974843945
1680,780,2,974839108
1680,926,5,974711317
1680,928,4,974711756
1680,782,4,974844847
1680,783,3,974790436
1680,784,3,974837018
1680,785,4,974833434
1680,786,4,974839143
1680,788,4,974843646
1680,3200,5,974833434
1680,3203,4,974713279
1680,3204,4,974712609
1680,2402,2,974839176
1680,1600,2,974844295
1680,3060,4,974833079
1680,2404,1,974839551
1680,1602,1,974715293
1680,2405,4,974837260
1680,1603,4,974844684
1680,2406,4,974715038
1680,2260,2,974839481
1680,3063,4,974844649
1680,2407,3,974833752
1680,2261,4,974833434
1680,1605,1,974844295
1680,3064,1,974844585
1680,2408,3,974838390
1680,2262,4,974837128
1680,1606,3,974839620
1680,1460,4,974837167
1680,2409,3,974839236
1680,2263,4,974844767
1680,1461,3,974838063
1680,1608,2,974839071
1680,3067,5,974832570
1680,1463,5,974837293
1680,930,4,974711481
1680,3068,5,974711243
1680,2266,4,974837661
1680,1464,5,974713614
1680,931,4,974713279
1680,2267,5,974843945
1680,1465,4,974842216
1680,2268,3,974712838
1680,1466,4,974841269
1680,2269,3,974843382
1680,934,4,974715003
1680,798,4,974839307
1680,799,4,974709091
1680,3210,5,974832795
1680,3211,4,974841654
1680,2410,2,974839236
1680,3213,5,974713512
1680,2411,1,974839453
1680,2412,1,974839680
1680,1610,4,974838833
1680,2413,4,974838162
1680,1611,4,974842443
1680,3070,2,974715861
1680,2414,3,974716403
1680,1612,4,974833716
1680,2415,4,974843091
1680,3218,3,974711349
1680,3072,5,974713136
1680,2416,3,974836980
1680,1614,5,974835622
1680,2417,3,974837853
1680,2271,5,974715258
1680,1615,5,974715488
1680,2418,4,974837128
1680,2272,4,974715379
1680,1616,3,974839108
1680,3075,3,974711808
1680,2419,5,974843294
1680,1617,5,974711001
1680,1619,3,974715003
1680,1474,2,974838288
1680,1475,4,974844342
1680,942,4,974843691
1680,1476,4,974833057
1680,2279,5,974709294
1680,1479,3,974839391
1680,949,3,974841162
1680,2420,1,974842547
1680,3223,3,974842626
1680,2421,1,974839422
1680,2422,1,974839680
1680,1620,3,974715293
1680,2423,4,974714563
1680,2424,4,974716299
1680,3081,4,974709044
1680,1623,2,974709779
1680,3082,4,974716125
1680,3083,5,974710590
1680,1625,4,974713412
1680,2428,3,974709135
1680,2282,3,974712704
1680,1480,5,974713920
1680,2429,2,974839830
1680,2283,3,974716032
1680,1627,2,974715318
1680,3086,4,974714291
1680,1482,3,974713375
1680,3087,3,974715258
1680,1629,5,974835760
1680,1483,5,974843294
1680,2286,3,974838063
1680,3089,3,974840798
1680,2287,4,974844566
1680,1485,2,974715224
1680,2288,5,974708761
1680,2289,4,974711125
1680,1487,3,974842401
1680,953,5,974712478
1680,1488,2,974838921
1680,955,5,974832744
1680,2430,4,974715003
1680,2431,1,974842605
1680,1633,3,974713136
1680,2290,5,974837543
1680,3239,4,974838641
1680,2291,3,974790116
1680,1635,4,974711197
1680,3094,3,974841475
1680,2439,3,974713443
1680,2294,4,974715318
1680,2295,4,974837450
1680,1639,5,974713066
1680,1493,4,974844094
1680,3098,2,974712147
1680,2297,2,974843206
1680,1495,1,974839652
1680,1498,3,974842838
1680,1499,2,974839341
1680,968,5,974708813
1680,2440,4,974841601
1680,3243,4,974837931
1680,3244,5,974714618
1680,2442,5,974714756
1680,1640,1,974791150
1680,1641,5,974832795
1680,3246,3,974713166
1680,1642,4,974715897
1680,3247,4,974836980
1680,1643,4,974841942
1680,3248,3,974838427
1680,2446,1,974844826
1680,1644,4,974709821
1680,3249,4,974844649
1680,1645,4,974709177
1680,2448,3,974710071
1680,2449,1,974839955
1680,1648,4,974833372
1680,1649,5,974711049
1680,971,3,974841162
1680,3250,3,974714239
1680,3251,4,974842369
1680,3252,4,974716220
1680,2450,2,974840213
1680,3253,3,974714526
1680,2451,4,974709644
1680,3254,3,974836927
1680,3255,3,974714264
1680,3256,4,974714685
1680,3257,1,974839551
1680,2455,5,974708918
1680,1653,2,974714685
1680,3258,5,974837476
1680,2456,1,974709644
1680,3259,3,974842860
1680,2457,3,974716091
1680,1655,5,974709336
1680,2458,3,974838350
1680,2459,5,974708959
1680,1657,3,974716125
1680,980,1,974839143
1680,988,5,974837661
1680,3402,4,974715602
1680,2600,5,974838999
1680,3404,3,974839039
1680,1801,1,974839341
1680,3261,4,974837293
1680,3262,4,974715825
1680,2606,5,974709245
1680,2460,4,974709577
1680,3409,4,974713196
1680,3263,3,974837201
1680,2607,3,974840609
1680,1805,5,974714026
1680,3264,1,974709378
1680,2462,1,974709917
1680,2463,5,974832864
1680,1661,3,974844649
1680,3266,3,974710822
1680,2464,2,974709917
1680,2465,5,974709917
1680,1663,5,974832897
1680,3268,3,974838545
1680,3269,3,974844186
1680,2467,5,974712635
1680,2468,5,974838350
1680,2469,5,974837167
1680,1667,3,974715515
1680,1668,1,974843041
1680,991,3,974842279
1680,997,2,974841370
1680,998,3,974839175
1680,3412,4,974714337
1680,2611,3,974841370
1680,2612,5,974712327
1680,2613,5,974709135
1680,3270,3,974842279
1680,1812,3,974832548
1680,3271,4,974712147
1680,3418,5,974713673
1680,3272,5,974842775
1680,2616,4,974839236
1680,2470,3,974837051
1680,3273,4,974709466
1680,2617,4,974709245
1680,2471,1,974837992
1680,3274,5,974839039
1680,2472,4,974837293
1680,1816,3,974837615
1680,2473,1,974838218
1680,202,1,974843463
1680,2475,5,974838858
1680,1673,4,974841212
1680,203,4,974838026
1680,1674,4,974841117
1680,205,3,974716383
1680,2478,3,974715996
1680,1676,1,974838971
1680,206,5,974840462
1680,2479,2,974842279
1680,207,3,974842775
1680,1678,5,974713583
1680,208,1,974839481
1680,3420,5,974844585
1680,3421,4,974711756
1680,3422,3,974833400
1680,3424,3,974832715
1680,2622,4,974837231
1680,1822,3,974837788
1680,3281,5,974840462
1680,3428,1,974843587
1680,3282,4,974712446
1680,2626,4,974834922
1680,3429,4,974790351
1680,2628,2,974708506
1680,2483,5,974709779
1680,1681,2,974839236
1680,211,3,974715515
1680,1682,3,974712184
1680,216,1,974791643
1680,217,3,974842918
1680,1688,4,974790534
1680,218,3,974837728
1680,219,4,974843485
1680,3430,4,974838889
1680,3431,3,974839579
1680,3435,4,974710521
1680,2633,3,974716258
1680,1831,1,974839365
1680,3436,2,974843348
1680,2634,3,974709091
1680,1833,4,974839108
1680,3438,2,974839307
1680,1834,2,974712361
1680,3439,1,974839579
1680,2491,3,974837325
1680,1690,4,974709378
1680,220,2,974709519
1680,2639,4,974843041
1680,1837,2,974838545
1680,222,4,974716363
1680,2495,5,974714807
1680,1693,2,974842308
1680,223,5,974710675
1680,2496,4,974714685
1680,225,4,974843009
1680,1696,2,974841758
1680,2499,3,974832864
1680,1699,3,974840633
1680,229,5,974715293
1680,3440,1,974839652
1680,3442,3,974839551
1680,2640,4,974715258
1680,2641,4,974716220
1680,2642,2,974839453
1680,3445,3,974843921
1680,2643,1,974839706
1680,1841,3,974842443
1680,2644,4,974708665
1680,2645,3,974708665
1680,3448,5,974716220
1680,1844,4,974712924
1680,3449,4,974843416
1680,1845,4,974713644
1680,2648,5,974711481
1680,230,5,974715996
1680,231,5,974715698
1680,1848,1,974839862
1680,233,5,974842687
1680,234,4,974837728
1680,235,5,974711243
1680,236,3,974837325
1680,237,2,974837697
1680,239,5,974790987
1680,3450,4,974836927
1680,2654,4,974708959
1680,3457,5,974843570
1680,2655,3,974709972
1680,2656,4,974710071
1680,3459,4,974709466
1680,2657,5,974709135
1680,1855,2,974838390
1680,1856,2,974840462
1680,240,5,974844797
1680,2659,4,974833079
1680,241,5,974840300
1680,244,3,974790987
1680,247,5,974711049
1680,248,5,974716363
1680,2800,3,974839911
1680,2801,3,974716060
1680,3604,4,974843786
1680,2802,4,974839039
1680,3605,1,974843320
1680,2803,4,974844711
1680,2804,3,974832595
1680,3461,4,974713920
1680,3608,5,974832897
1680,2806,1,974837728
1680,2808,2,974839620
1680,2662,5,974714337
1680,3465,4,974843348
1680,3466,4,974837361
1680,2664,5,974708713
1680,1863,1,974838134
1680,1865,3,974712361
1680,2668,5,974709734
1680,250,1,974837788
1680,252,3,974837728
1680,253,5,974708959
1680,255,2,974838456
1680,256,4,974838097
1680,257,2,974843964
1680,3614,4,974715792
1680,3471,5,974711921
1680,3619,3,974714778
1680,2672,1,974842838
1680,3476,5,974708813
1680,1873,3,974713707
1680,3478,1,974842443
1680,3479,2,974715293
1680,1875,5,974832931
1680,405,1,974839652
1680,1876,3,974843253
1680,260,2,974710704
1680,407,4,974709294
1680,261,4,974842510
1680,265,1,974844006
1680,266,2,974842687
1680,267,2,974838218
1680,3623,1,974708506
1680,3480,4,974715666
1680,3627,4,974713031
1680,3481,4,974712446
1680,2826,1,974709423
1680,2827,2,974844797
1680,2682,5,974715258
1680,410,5,974715792
1680,2829,2,974837661
1680,2683,4,974837167
1680,1881,4,974790913
1680,1882,2,974839453
1680,1883,4,974713066
1680,413,4,974837418
1680,1884,3,974716156
1680,3489,2,974843646
1680,2687,3,974714264
1680,1885,5,974832987
1680,415,3,974837959
1680,416,5,974845025
1680,2689,4,974712989
1680,417,3,974835342
1680,271,5,974843064
1680,1888,3,974836101
1680,1889,2,974844473
1680,419,2,974838491
1680,273,4,974709734
1680,277,3,974843527
1680,278,5,974837231
1680,3633,4,974838833
1680,3635,5,974713614
1680,3490,5,974791150
1680,3491,4,974791183
1680,3638,5,974716299
1680,2690,3,974712798
1680,3639,3,974713872
1680,3494,3,974716189
1680,2692,5,974838725
1680,420,3,974838097
1680,3495,4,974838641
1680,2693,5,974715639
1680,1891,2,974710228
1680,421,5,974840300
1680,3496,4,974841704
1680,2694,2,974837361
1680,1892,3,974716032
1680,422,5,974844711
1680,3497,4,974836927
1680,423,5,974839235
1680,3498,4,974713786
1680,2696,5,974832795
1680,1894,3,974838063
1680,3499,5,974713093
1680,1895,2,974833642
1680,425,4,974841162
1680,426,5,974709423
1680,2699,5,974715570
1680,1897,3,974715224
1680,427,2,974843964
1680,282,4,974843182
1680,429,3,974837753
1680,287,4,974837615
1680,288,3,974839143
1680,1100,1,974839511
1680,2840,1,974844797
1680,2841,3,974844545
1680,1104,4,974840851
1680,2844,2,974842308
1680,3649,4,974842687
1680,431,2,974714165
1680,432,3,974838350
1680,434,4,974839204
1680,435,2,974837960
1680,436,1,974843041
1680,437,3,974838189
1680,291,2,974844797
1680,292,1,974839204
1680,295,4,974837543
1680,296,5,974711078
1680,299,5,974841420
1680,2850,2,974842443
1680,1111,3,974712545
1680,2851,4,974844767
1680,2853,4,974715952
1680,2855,4,974710228
1680,3658,4,974711845
1680,3659,3,974844473
1680,2857,4,974713988
1680,2858,5,974710822
1680,440,2,974833104
1680,441,3,974714756
1680,442,3,974839143
1680,443,2,974840555
1680,444,2,974837450
1680,445,3,974715861
1680,446,4,974844064
1680,447,4,974837361
1680,448,4,974710392
1680,3802,2,974839511
1680,3804,5,974838456
1680,3805,4,974839621
1680,3660,3,974709294
1680,3807,5,974714374
1680,3661,3,974709779
1680,1120,5,974713988
1680,3662,3,974709734
1680,2860,4,974837509
1680,3809,4,974714685
1680,3663,3,974710019
1680,3664,3,974710019
1680,2862,4,974843382
1680,3665,4,974710019
1680,2863,3,974712609
1680,1125,5,974832931
1680,1126,3,974837992
1680,2866,4,974715756
1680,1127,4,974713342
1680,2867,5,974708813
1680,1128,5,974709044
1680,2868,2,974709972
1680,1129,4,974713673
1680,450,3,974837361
1680,451,4,974716220
1680,452,4,974714878
1680,454,4,974715727
1680,455,1,974839955
1680,457,4,974713196
1680,3810,4,974842838
1680,3811,4,974840798
1680,3812,4,974833015
1680,3813,5,974715038
1680,3814,5,974711644
1680,3671,5,974712545
1680,1130,5,974708857
1680,3672,5,974839862
1680,2870,4,974714165
1680,3673,3,974840213
1680,2871,4,974844528
1680,3674,3,974840213
1680,2872,4,974712446
1680,3676,4,974708665
1680,1135,5,974837450
1680,3677,3,974715640
1680,2875,4,974843009
1680,1136,4,974710521
1680,2876,2,974714026
1680,3679,5,974714061
1680,2877,3,974842838
1680,2878,3,974710127
1680,606,4,974709466
1680,461,4,974842308
1680,608,5,974840657
1680,465,3,974839307
1680,468,2,974837201
1680,469,3,974842605
1680,3820,1,974839888
1680,3826,4,974709821
1680,3680,3,974712327
1680,3683,5,974710704
1680,2881,3,974839176
1680,3684,4,974842308
1680,610,4,974709336
1680,3685,5,974713136
1680,611,1,974709917
1680,612,4,974838456
1680,3688,4,974837584
1680,614,2,974842721
1680,3689,3,974838350
1680,1148,4,974790351
1680,616,4,974715003
1680,472,3,974843382
1680,473,1,974837960
1680,475,2,974712704
1680,477,4,974713310
1680,3832,3,974713944
1680,3833,5,974709973
1680,3834,3,974843348
1680,3835,3,974844737
1680,3690,2,974838456
1680,3837,5,974709644
1680,3691,3,974838315
1680,3838,2,974709860
1680,3692,4,974710127
1680,2890,4,974713066
1680,1151,4,974790351
1680,3839,1,974709860
1680,3693,4,974708996
1680,3694,3,974709423
1680,3695,3,974709577
1680,621,5,974712896
1680,3696,4,974709091
1680,3697,2,974839391
1680,3698,3,974839204
1680,3699,3,974714685
1680,2898,4,974709336
1680,480,5,974838889
1680,2899,4,974790392
1680,627,4,974713375
1680,481,4,974842216
1680,628,5,974841904
1680,485,4,974837886
1680,488,3,974842887
1680,489,3,974838026
1680,2100,4,974714644
1680,3840,5,974709860
1680,3841,5,974837853
1680,1300,4,974711756
1680,1301,4,974713252
1680,2104,3,974841370
1680,1302,5,974714731
1680,3844,4,974842721
1680,2105,4,974716363
1680,2106,2,974843416
1680,1304,5,974834981
1680,2107,5,974710019
1680,1305,5,974841318
1680,2108,5,974714526
1680,1306,3,974715639
1680,2109,5,974715379
1680,1161,4,974712924
1680,631,2,974790987
1680,633,4,974833716
1680,1168,3,974709577
1680,490,3,974844604
1680,491,3,974842887
1680,637,1,974838427
1680,492,5,974833104
1680,639,4,974837231
1680,493,1,974715293
1680,495,4,974711674
1680,497,3,974832897
1680,2110,4,974714618
1680,2111,5,974836980
1680,3851,5,974712668
1680,2113,4,974709860
1680,2114,3,974715698
1680,1312,5,974841726
1680,2115,4,974838833
1680,2116,4,974715861
1680,2117,4,974841529
1680,3857,1,974844889
1680,2118,4,974708857
1680,2119,4,974710177
1680,1171,4,974712609
1680,1173,2,974714165
1680,640,4,974843463
1680,1175,5,974711197
1680,1177,5,974842918
1680,1179,5,974841137
1680,648,2,974839071
1680,2120,4,974709577
1680,2121,4,974709644
1680,2122,4,974709821
1680,1320,4,974709423
1680,2123,4,974790762
1680,1321,5,974708918
1680,3863,4,974844425
1680,2124,4,974713988
1680,1322,3,974710228
1680,2125,4,974714644
1680,1323,3,974710228
1680,3865,1,974713412
1680,2126,5,974839365
1680,1325,1,974710177
1680,1326,5,974710177
1680,3868,4,974712821
1680,3869,4,974837018
1680,1329,3,974709135
1680,1183,3,974714291
1680,1185,3,974710334
1680,1186,5,974712764
1680,653,4,974839108
1680,1187,5,974712107
1680,1188,3,974832570
1680,1189,4,974710779
1680,2130,5,974712446
1680,2131,5,974841452
1680,2132,5,974713166
1680,1330,4,974709044
1680,2133,4,974837167
1680,1331,3,974709378
1680,2134,4,974836897
1680,1332,5,974709177
1680,2135,3,974843801
1680,1333,5,974708761
1680,800,5,974843874
1680,2136,4,974716091
1680,1334,4,974716125
1680,801,4,974837450
1680,2137,5,974713988
1680,1335,4,974710127
1680,802,4,974716125
1680,3877,2,974839621
1680,2138,5,974790351
1680,1336,4,974709779
1680,1190,4,974714685
1680,2139,5,974712545
1680,1337,3,974709044
1680,1191,5,974840462
1680,804,4,974715792
1680,1192,5,974840401
1680,1339,3,974709044
1680,1193,5,974710779
1680,806,3,974842369
1680,1194,4,974836927
1680,661,4,974790436
1680,662,1,974844627
1680,1196,5,974711078
1680,663,3,974714461
1680,1197,4,974832595
1680,1198,5,974710616
1680,664,4,974711403
1680,1199,4,974711349
1680,2140,4,974713872
1680,2141,4,974790534
1680,2142,4,974837661
1680,2143,4,974843646
1680,1341,5,974709423
1680,2144,5,974714461
1680,1342,5,974709177
1680,2145,4,974715952
1680,1343,4,974844528
1680,810,1,974838491
1680,2146,4,974843253
1680,1345,5,974708813
1680,2148,4,974709423
1680,2149,1,974709860
1680,1347,4,974708857
1680,3889,1,974716125
1680,1348,5,974708665
1680,1349,4,974709972
1680,670,1,974840633
1680,671,4,974713166
1680,818,4,974838390
1680,673,1,974838259
1680,674,4,974716031
1680,678,4,974710675
1680,2150,3,974713988
1680,2151,2,974836897
1680,2152,1,974837931
1680,1350,3,974708813
1680,2153,1,974839652
1680,1351,4,974713512
1680,2154,4,974843416
1680,1352,3,974844684
1680,1353,5,974838427
1680,1354,5,974713412
1680,1355,1,974844684
1680,1356,4,974714461
1680,2159,2,974708713
1680,1357,3,974712016
1680,1358,3,974840851
1680,680,4,974715570
1680,3101,5,974715640
1680,3102,5,974715003
1680,2300,4,974711197
1680,3103,4,974844218
1680,2301,4,974833057
1680,2302,4,974714165
1680,1500,5,974832744
1680,3105,4,974712727
1680,2303,4,974711125
1680,3106,4,974842605
1680,2304,4,974715224
1680,3107,2,974838921
1680,1503,2,974838390
1680,3108,4,974713412
1680,2160,5,974708857
1680,1504,4,974842887
1680,2161,4,974716299
1680,2162,2,974839977
1680,2163,3,974837615
1680,1361,5,974791060
1680,1508,2,974842401
1680,2165,5,974715515
1680,830,4,974837418
1680,2166,5,974841529
1680,831,4,974841398
1680,2167,4,974709044
1680,1366,4,974715318
1680,1367,3,974837509
1680,1369,2,974844566
1680,835,2,974843253
1680,836,2,974844826
1680,691,4,974837853
1680,838,3,974715861
1680,695,4,974791183
1680,697,2,974842918
1680,3111,3,974841452
1680,3112,5,974710675
1680,3113,1,974839269
1680,3115,5,974711845
1680,2313,5,974713583
1680,2315,5,974709044
1680,1513,5,974837509
1680,2316,4,974842888
1680,2170,3,974839269
1680,1515,3,974842948
1680,2318,5,974832715
1680,1516,5,974715184
1680,1370,4,974714731
1680,1517,2,974832744
1680,1371,4,974839269
1680,2174,4,974712446
1680,1518,4,974714563
1680,1372,4,974714599
1680,1373,3,974839453
1680,840,4,974837992
1680,2176,4,974712401
1680,1374,5,974714563
1680,841,4,974708761
1680,2177,5,974716318
1680,1375,4,974715996
1680,842,3,974709519
1680,2178,2,974844528
1680,1376,4,974714165
1680,1377,4,974838971
1680,1378,1,974838999
1680,1379,1,974837931
1680,846,4,974714461
1680,849,5,974839365
1680,2320,3,974715425
1680,2321,4,974832766
1680,2322,2,974839453
1680,3125,5,974842443
1680,2325,3,974837361
1680,3128,3,974840851
1680,2327,5,974709519
1680,2181,3,974715425
1680,2328,2,974709423
1680,1526,3,974837853
1680,1380,4,974836231
1680,1527,5,974838799
1680,1381,4,974838512
1680,2184,4,974843920
1680,1529,4,974843182
1680,2186,3,974711001
1680,851,3,974842216
1680,2187,4,974715996
1680,2188,3,974843416
1680,2189,4,974715184
1680,1387,5,974708761
1680,1388,4,974709779
1680,1389,3,974710177
1680,858,2,974708446
1680,3130,4,974838162
1680,3135,5,974713310
1680,2333,4,974712258
1680,1531,5,974843382
1680,2335,4,974837128
1680,2336,3,974711481
1680,2337,5,974715952
1680,1535,4,974712838
1680,2338,3,974710071
1680,1390,4,974837931
1680,2193,4,974716189
1680,1391,4,974837231
1680,2194,3,974713375
1680,1392,5,974832766
1680,2195,2,974835687
1680,1394,4,974711243
1680,861,3,974714410
1680,1396,4,974713477
1680,864,3,974834896
1680,1399,3,974715996
1680,866,5,974712609
1680,3141,4,974843041
1680,3145,4,974842838
1680,1541,4,974844238
1680,3146,1,974837728
1680,2344,4,974838833
1680,3147,5,974712259
1680,1543,5,974841778
1680,2346,5,974716156
1680,1544,2,974839365
1680,2347,4,974716363
1680,2348,5,974712609
1680,1546,1,974712764
1680,2349,5,974714599
1680,1549,2,974715756
1680,875,4,974840798
1680,879,5,974709644
1680,3152,5,974713310
1680,2350,3,974837886
1680,3153,5,974838858
1680,2351,3,974713563
1680,1550,3,974838259
1680,2353,4,974715103
1680,3156,3,974843064
1680,1552,4,974838971
1680,3157,3,974713412
1680,2355,4,974713786
1680,1554,5,974840825
1680,2359,3,974713136
1680,880,4,974844847
1680,881,2,974837853
1680,882,2,974843182
1680,888,3,974790987
1680,2500,1,974837231
1680,3304,4,974842576
1680,1701,5,974837361
1680,3160,5,974712478
1680,2504,4,974837788
1680,1702,2,974838390
1680,2505,2,974844797
1680,1703,3,974837931
1680,1704,2,974841137
1680,2361,5,974710392
1680,2362,2,974843159
1680,2363,4,974713563
1680,1707,1,974838512
1680,2364,4,974839341
1680,1562,3,974839551
1680,3167,5,974713786
1680,2365,5,974839204
1680,2366,4,974708713
1680,3169,4,974714127
1680,2367,5,974709177
1680,2368,3,974710019
1680,1566,3,974715861
1680,2369,4,974716156
1680,1569,5,974716032
1680,891,3,974709577
1680,892,3,974833434
1680,893,5,974715379
1680,896,4,974712924
1680,3313,4,974837886
1680,2513,5,974709466
1680,1711,5,974715488
1680,2514,1,974709860
1680,2515,2,974710071
1680,1713,4,974837260
1680,2516,1,974710228
1680,2370,2,974839176
1680,2517,5,974709378
1680,1715,3,974713786
1680,3174,2,974713279
1680,2518,4,974836231
1680,3175,5,974714165
1680,2519,2,974708665
1680,2373,3,974839551
1680,1717,4,974716220
1680,3176,2,974842216
1680,2374,4,974837853
1680,1572,3,974842216
1680,102,4,974838601
1680,2375,4,974838134
1680,1719,3,974713443
1680,1573,4,974715379
1680,103,5,974844826
1680,3178,3,974714061
1680,2376,4,974839071
1680,104,2,974833057
1680,3179,3,974840798
1680,2377,3,974708959
1680,105,4,974716299
1680,2378,4,974837128
1680,2379,2,974838189
1680,107,4,974837418
1680,108,4,974713920
1680,2520,3,974843294
1680,2521,4,974843527
1680,3324,1,974837661
1680,2522,3,974843463
1680,3325,4,974838545
1680,2523,3,974843416
1680,1721,4,974715602
1680,2524,5,974839341
1680,1722,4,974715454
1680,2525,3,974709245
1680,2380,1,974838390
1680,3183,4,974840825
1680,2527,4,974714756
1680,2381,1,974838315
1680,2528,4,974716032
1680,2382,1,974838601
1680,1726,1,974843527
1680,1580,4,974714491
1680,110,1,974711555
1680,3185,3,974841802
1680,2529,4,974711674
1680,2383,1,974838545
1680,1581,4,974838545
1680,111,3,974840746
1680,3186,4,974714967
1680,2384,5,974712798
1680,1728,4,974842967
1680,1582,3,974840300
1680,112,3,974714526
1680,2385,3,974844359
1680,1729,3,974712798
1680,1583,1,974840300
1680,113,4,974841992
1680,2386,3,974843613
1680,2387,3,974836231
1680,116,5,974714920
1680,2389,2,974709779
1680,1587,4,974716060
1680,1588,4,974837615
1680,118,4,974838315
1680,3331,4,974843502
1680,2530,4,974839143
1680,2531,4,974839269
1680,2532,4,974715258
1680,1730,4,974711517
1680,2533,4,974714807
1680,1731,1,974838456
1680,3190,1,974839740
1680,2534,3,974715184
